"name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"Sivic, Mr. Husein","male",40,"3rd","S","Bosnia",349251,7.1711,"0","0","no"
"Sivola, Mr. Antti Wilhelm","male",21,"3rd","S","United States",3101280,7.1806,"0","0","no"
"Sjöblom, Miss. Anna Sofia","female",18,"3rd","S","Finland",3101265,6.0911,"0","0","yes"
"Sjöstedt, Mr. Ernst Adolf","male",59,"2nd","S","Sweden",237442,13.1,"0","0","no"
"Skoog, Master. Harald","male",5,"3rd","S","United States",347088,27.18,"3","2","no"
"Skoog, Master. Karl Thorsten","male",11,"3rd","S","United States",347088,27.18,"3","2","no"
"Skoog, Miss. Mabel","female",9,"3rd","S","United States",347088,27.18,"3","2","no"
"Skoog, Miss. Margit Elizabeth","female",2,"3rd","S","United States",347088,27.18,"3","2","no"
"Skoog, Mrs. Anna Bernhardina","female",43,"3rd","S","Sweden",347088,27.18,"1","4","no"
"Skoog, Mr. Wilhelm Johansson","male",40,"3rd","S","Sweden",347088,27.18,"1","4","no"
"Slabenoff, Mr. Petco","male",42,"3rd","S",NA,349214,7.1711,"0","0","no"
"Slayter, Miss. Hilda Mary","female",30,"2nd","Q","Canada",234818,12.07,"0","0","yes"
"Slemen, Mr. Richard James","male",35,"2nd","S","England",28206,10.1,"0","0","no"
"Slocovski, Mr. Selman Francis","male",20,"3rd","S","England",392086,8.01,"0","0","no"
"Sloper, Mr. William Thompson","male",28,"1st","S","United States",113788,35.1,"0","0","yes"
"Smart, Mr. John Montgomery","male",56,"1st","S","England",113792,26.11,"0","0","no"
"Smiljanic, Mr. Mile","male",37,"3rd","S","Croatia",315037,8.1303,"0","0","no"
"Smith, Miss. Marion Elsie","female",49,"2nd","S","England",31418,13,"0","0","yes"
"Smith, Mr. James Clinch","male",56,"1st","C","France",17764,30.1311,"0","0","no"
"Smith, Mr. Lucian Philip","male",24,"1st","C","United States",13695,60,"1","0","no"
"Smith, Mr. Richard William","male",57,"1st","S","England",113056,26,"0","0","no"
"Smith, Mrs. Mary Eloise","female",18,"1st","C","United States",13695,60,"1","0","yes"
"Smyth, Miss. Julia","female",18,"3rd","Q","Ireland",335432,7.1408,"0","0","yes"
"Smyth, Mr. Thomas","male",27,"3rd","Q","Ireland",384461,7.15,"0","0","no"
"Snyder, Mr. John Pillsbury","male",24,"1st","S","United States",21228,82.0504,"1","0","yes"
"Snyder, Mrs. Nelle","female",23,"1st","S","United States",21228,82.0504,"1","0","yes"
"Sobey, Mr. Samuel James Hayden","male",25,"2nd","S","England",29178,13,"0","0","no"
"Søholt, Mr. Peter Andreas Lauritz Andersen","male",19,"3rd","S","Norway",348124,7.13,"0","0","no"
"Somerton, Mr. Francis William","male",31,"3rd","S","England",18509,8.01,"0","0","no"
"Spector, Mr. Woolf","male",23,"3rd","S","England",3236,8.01,"0","0","no"
"Spedden, Master. Robert Douglas","male",6,"1st","C","United States",16966,134.1,"0","2","yes"
"Spedden, Mr. Frederic Oakley","male",45,"1st","C","United States",16966,134.1,"1","1","yes"
"Spedden, Mrs. Margaretta Corning","female",39,"1st","C","United States",16966,134.1,"1","1","yes"
"Spencer, Mrs. Marie Eugenie","female",48,"1st","C","United States",17569,146.1005,"1","0","yes"
"Spencer, Mr. William Augustus","male",57,"1st","C","United States",17569,146.1005,"1","0","no"
"Spinner, Mr. Henry John","male",31,"3rd","S","England",369943,8.01,"0","0","no"
"Stähelin-Maeglin, Dr. Max","male",32,"1st","S","Switzerland",13214,30.1,"0","0","yes"
"Staneff, Mr. Ivan","male",23,"3rd","S","Bulgaria",349208,7.1711,"0","0","no"
"Stankovic, Mr. Ivan","male",33,"3rd","C","Croatia",349239,8.1309,"0","0","no"
"Stanley, Miss. Amy Zillah Elsie","female",24,"3rd","S","England",2314,7.11,"0","0","yes"
"Stanley, Mr. Rowland Edwin","male",22,"3rd","S","England",45380,8.01,"0","0","no"
"Stanton, Mr. Samuel Ward","male",42,"2nd","C","United States",237734,15,"0","0","no"
"Stead, Mr. William Thomas","male",62,"1st","S","England",113514,26.11,"0","0","no"
"Stengel, Mr. Charles Emil Henry","male",54,"1st","C","United States",11778,55.081,"1","0","yes"
"Stengel, Mrs. Annie May","female",43,"1st","C","Ireland",11778,55.081,"1","0","yes"
"Stephenson, Mrs. Martha","female",52,"1st","C","United States",36947,78.0504,"1","0","yes"
"Stewart, Mr. Albert Ankeny","male",64,"1st","C","United States",17605,27.1405,"0","0","no"
"Stokes, Mr. Philip Joseph","male",24,"2nd","S","England",13540,10.1,"0","0","no"
"Stone, Mrs. Martha Evelyn","female",61,"1st","S","United States",113572,80,"0","0","yes"
"Storey, Mr. Thomas","male",59,"3rd","S","England",370160,NA,"0","0","no"
"Stoytcheff, Mr. Ilia","male",19,"3rd","S","Bulgaria",349205,7.1711,"0","0","no"
"Strandberg, Miss. Ida Sofia","female",22,"3rd","S","Finland",7553,9.1609,"0","0","no"
"Strandén, Mr. Juho Niilosson","male",30,"3rd","S","Finland",3101288,7.1806,"0","0","yes"
"Straus, Mr. Isidor","male",67,"1st","S","United States",17483,221.1507,"1","0","no"
"Straus, Mrs. Rosalie Ida","female",63,"1st","S","Germany",17483,221.1507,"1","0","no"
"Strilic, Mr. Ivan","male",27,"3rd","S","Croatia",315083,8.1303,"0","0","no"
"Ström, Miss. Telma Matilda","female",2,"3rd","S","United States",347054,10.0903,"0","1","no"
"Ström, Mrs. Elna Matilda","female",29,"3rd","S","Sweden",347054,10.0903,"1","1","no"
"Sunderland, Mr. Victor Francis","male",20,"3rd","S","England",392089,8.01,"0","0","yes"
"Sundman, Mr. Johan Julian","male",44,"3rd","S","Finland",3101269,7.1806,"0","0","yes"
"Sutehall, Mr. Henry Jr","male",25,"3rd","S","England",392076,7.01,"0","0","no"
"Sutton, Mr. Frederick","male",61,"1st","S","England",36963,32.0605,"0","0","no"
"Svensson, Mr. Johan","male",74,"3rd","S","Sweden",347060,7.1506,"0","0","no"
"Svensson, Mr. Johan Cervin","male",14,"3rd","S","Sweden",7538,9.0406,"0","0","yes"
"Svensson, Mr. Olof","male",24,"3rd","S","Sweden",350035,7.1511,"0","0","no"
"Swane, Mr. George","male",19,"2nd","S","England",248734,13,"0","0","no"
"Sweet, Mr. George Frederick","male",14,"2nd","S","England",220845,65,"0","0","no"
"Swift, Mrs. Margaret Welles","female",46,"1st","S","United States",17466,25.1807,"0","0","yes"
"Tannus, Master. As'ad","male",0.4166666667,"3rd","C","Lebanon",2625,8.1004,"0","1","yes"
"Tannus, Mr. Bashir","male",30,"3rd","C","Lebanon",2621,6.0809,"1","0","no"
"Tannus, Mrs. Thamin","female",16,"3rd","C","Lebanon",2625,8.1004,"1","1","yes"
"Taussig, Miss. Ruth","female",18,"1st","S","United States",110413,79.13,"0","2","yes"
"Taussig, Mr. Emil","male",52,"1st","S","United States",110413,79.13,"1","1","no"
"Taussig, Mrs. Tillie","female",39,"1st","S","United States",110413,79.13,"1","1","yes"
"Taylor, Mr. Elmer Zebley","male",48,"1st","S","United States",19996,52,"1","0","yes"
"Taylor, Mr. Percy Cornelius","male",40,"2nd","S","England",250654,NA,NA,NA,"no"
"Taylor, Mrs. Juliet Cummins","female",49,"1st","S","United States",19996,52,"1","0","yes"
"Tenglin, Mr. Gunnar Isidor","male",25,"3rd","S","Sweden",350033,7.1511,"0","0","yes"
"Thayer, Mr. John Borland","male",49,"1st","C","United States",17421,110.1708,"1","1","no"
"Thayer, Mr. John Borland jr","male",17,"1st","C","United States",17421,110.1708,"0","2","yes"
"Thayer, Mrs. Marian Longstreth","female",39,"1st","C","United States",17421,110.1708,"1","1","yes"
"Theobald, Mr. Thomas Leonard","male",34,"3rd","S","England",363294,8.01,"0","0","no"
"Thomas/Tannous, Mr. John","male",34,"3rd","C",NA,2681,6.0809,"0","0","no"
"Thomas/Tannous, Mr. Tannous","male",16,"3rd","C",NA,2684,7.0406,"0","0","no"
"Thompson, Mr. Alexander Mellis","male",37,"3rd","S","Scotland",32302,8.01,"0","0","no"
"Thorne, Miss. Gertrude Maybelle","female",38,"1st","C","United States",17585,80,"0","0","yes"
"Thorneycroft, Mr. Percival","male",37,"3rd","S","England",376564,16.02,"1","0","no"
"Thorneycroft, Mrs. Florence Kate","female",33,"3rd","S","England",376564,16.02,"1","0","yes"
"Tikkanen, Mr. Juho","male",32,"3rd","S","Finland",3101293,7.1806,"0","0","no"
"Tobin, Mr. Roger","male",20,"3rd","Q","Ireland",383121,7.15,"0","0","no"
"Todoroff, Mr. Lalio","male",23,"3rd","S","Bulgaria",349216,7.1711,"0","0","no"
"Tomlin, Mr. Ernest Portage","male",22,"3rd","S","England",364499,8.01,"0","0","no"
"Toomey, Miss. Ellen Mary","female",48,"2nd","S","Ireland",13531,10.1,"0","0","yes"
"Törber, Mr. Ernst Wilhelm","male",41,"3rd","S","England",364511,8.01,"0","0","no"
"Torfa, Mr. Assad","male",20,"3rd","C","Lebanon",2673,7.0407,"0","0","no"
"Törnquist, Mr. William Henry","male",26,"3rd","S","Sweden",NA,NA,"0","0","yes"
"Totevski, Mr. Hristo Danchev","male",25,"3rd","S","Bulgaria",349203,7.1711,"0","0","no"
"Troupiansky, Mr. Moses Aaron","male",23,"2nd","S","England",233639,13,"0","0","no"
"Trout, Mrs. Jessie Laird","female",27,"2nd","S","Scotland",240929,12.13,"0","0","yes"
"Troutt, Miss. Edwina Celia","female",27,"2nd","S","England",34218,10.1,"0","0","yes"
"Tucker, Mr. Gilbert Milligan jr","male",31,"1st","C","United States",2543,28.1009,"0","0","yes"
"Tu'mah, Master. Jirjis Yusuf","male",8,"3rd","C","Lebanon",2650,15.0411,"1","1","yes"
"Tu'mah, Miss. Mariyam","female",9,"3rd","C","Lebanon",2650,15.0411,"1","1","yes"
"Tu'mah, Mrs. Hinnah","female",27,"3rd","C","Lebanon",2650,15.0411,"0","2","yes"
"Turcin, Mr. Stjepan","male",36,"3rd","S","Croatia",349247,7.1711,"0","0","no"
"Turja, Miss. Anna Sofia","female",18,"3rd","S","Finland",4138,9.161,"0","0","yes"
"Turkula, Mrs. Hedwig","female",63,"3rd","S","Finland",4134,9.1109,"0","0","yes"
"Turpin, Mrs. Dorothy Ann","female",26,"2nd","S","England",11668,21,"1","0","no"
"Turpin, Mr. William John","male",29,"2nd","S","England",11668,21,"1","0","no"
"Uruchurtu, Don. Manuel Ramirez","male",39,"1st","C","Mexico",17601,27.1405,"0","0","no"
"van Billiard, Master. James William","male",10,"3rd","S","England",851,14.1,"1","1","no"
"van Billiard, Master. Walter John","male",9,"3rd","S","England",851,14.1,"1","1","no"
"van Billiard, Mr. Austin Blyler","male",35,"3rd","S","England",851,14.1,"0","2","no"
"Van den Steen, Mr. Leo Peter","male",28,"3rd","S","Belgium",345783,9.1,"0","0","no"
"Vandercruyssen, Mr. Victor","male",46,"3rd","S","Belgium",345765,9,"0","0","no"
"Van der hoef, Mr. Wyckoff","male",61,"1st","S","United States",111240,33.1,"0","0","no"
"Vanderplancke, Miss. Augusta Maria","female",18,"3rd","S","Belgium",345764,18,"2","0","no"
"Vanderplancke, Mr. Julius","male",31,"3rd","S","Belgium",345763,18,"3","0","no"
"Vanderplancke, Mr. Leo Edmondus","male",15,"3rd","S","Belgium",345763,18,"2","0","no"
"Vanderplancke, Mrs. Emelie Maria","female",31,"3rd","S","Belgium",345763,18,"1","0","no"
"Van de Velde, Mr. Johannes Josef","male",35,"3rd","S","Belgium",345780,9.1,"0","0","no"
"Vandewalle, Mr. Nestor Cyriel","male",28,"3rd","S","Belgium",345770,9.1,"0","0","no"
"Van Impe, Miss. Catharina","female",10,"3rd","S","Belgium",345773,24.03,"0","2","no"
"Van Impe, Mr. Jean Baptiste","male",36,"3rd","S","Belgium",345773,24.03,"1","1","no"
"Van Impe, Mrs. Rosalie Paula","female",30,"3rd","S","Belgium",345773,24.03,"1","1","no"
"van Melckebeke, Mr. Philemon","male",23,"3rd","S","Belgium",345777,9.1,"0","0","no"
"Vartanian, Mr. David","male",22,"3rd","C","Turkey",2658,7.0406,"0","0","yes"
"Veal, Mr. James","male",40,"2nd","S","United States",28221,13,"0","0","no"
"Vendel, Mr. Olof Edvin","male",20,"3rd","S","Sweden",350416,7.1701,"0","0","no"
"Veström, Miss. Hulda Amanda Adolfina","female",14,"3rd","S","Sweden",350406,7.1701,"0","0","no"
"Vovk, Mr. Janko","male",21,"3rd","S","Slovenia",349252,7.1711,"0","0","no"
"Waelens, Mr. Achille","male",22,"3rd","S","Belgium",345767,9,"0","0","no"
"Walker, Mr. William Anderson","male",48,"1st","S","United States",36967,34,"0","0","no"
"Wallcroft, Miss. Ellen 'Nellie'","female",36,"2nd","S","England",13528,21,"0","0","yes"
"Ward, Miss. Annie Moore","female",37,"1st","C",NA,17755,512.0607,"0","0","yes"
"Ware, Mr. Frederick","male",35,"3rd","S","England",359309,8.01,"0","0","no"
"Ware, Mr. John James","male",47,"2nd","S","England",31352,21,"1","0","no"
"Ware, Mrs. Florence Louise","female",32,"2nd","S","England",31352,21,"0","0","yes"
"Ware, Mr. William Jeffery","male",23,"2nd","S","England",28666,10.1,"1","0","no"
"Warren, Mr. Charles William","male",31,"3rd","S","England",49867,7.11,"0","0","no"
"Warren, Mr. Frank Manley","male",63,"1st","C","United States",110813,75.05,"1","0","no"
"Warren, Mrs. Anna Sophia","female",60,"1st","C","England",110813,75.05,"1","0","yes"
"Watson, Mr. Ennis Hastings","male",19,"2nd","B","Northern Ireland",239856,NA,"0","0","no"
"Watt, Miss. Robertha Josephine","female",12,"2nd","S","Scotland",33595,15.15,"0","0","yes"
"Watt, Mrs. Elizabeth","female",40,"2nd","S","Scotland",33595,15.15,"0","0","yes"
"Wazli, Mr. Yousif Ahmed","male",23,"3rd","C","Lebanon",2647,7.0406,"0","0","no"
"Webber, Miss. Susan","female",37,"2nd","S","England",27267,13,"0","0","yes"
"Webber, Mr. James","male",66,"3rd","S","England",3101316,8.01,"0","0","no"
"Weir, Colonel. John","male",59,"1st","S","United States",113800,26.11,"0","0","no"
"Weisz, Mr. Léopold","male",37,"2nd","S","Hungary",228414,26,"1","0","no"
"Weisz, Mrs. Mathilde Françoise","female",37,"2nd","S","England",228414,26,"1","0","yes"
"Wells, Master. Ralph Lester","male",2,"2nd","S","England",29103,23,"1","1","yes"
"Wells, Miss. Joan","female",4,"2nd","S","England",29103,23,"1","1","yes"
"Wells, Mrs. Addie Dart","female",29,"2nd","S","England",29103,23,"0","2","yes"
"Wennerström, Mr. August","male",27,"3rd","S","Sweden",350043,7.1511,"0","0","yes"
"West, Miss. Barbara Joyce","female",0.8333333333,"2nd","S","England",34651,27.15,"1","2","yes"
"West, Miss. Constance Mirium","female",4,"2nd","S","England",34651,27.15,"1","2","yes"
"West, Mr. Edwy Arthur","male",36,"2nd","S","England",34651,27.15,"1","2","no"
"West, Mrs. Ada Mary","female",33,"2nd","S","England",34651,27.15,"1","2","yes"
"Wheadon, Mr. Edward Henry","male",65,"2nd","S","England",24579,10.1,"0","0","no"
"Wheeler, Mr. Edwin Charles","male",26,"2nd","S","England",2159,12.1706,"0","0","no"
"Whilems, Mr. Charles","male",31,"2nd","S","England",244270,13,"0","0","yes"
"White, Mr. Percival Wayland","male",54,"1st","S","United States",35281,77.0509,"0","1","no"
"White, Mr. Richard Frasar","male",21,"1st","S","United States",35281,77.0509,"0","1","no"
"White, Mrs. Ella","female",55,"1st","C",NA,17760,135.1208,"0","0","yes"
"Wick, Col. George Dennick","male",57,"1st","S","United States",36928,164.1704,"1","1","no"
"Wick, Miss. Mary Natalie","female",31,"1st","S","United States",36928,164.1704,"0","2","yes"
"Wick, Mrs. Mary Peebles","female",45,"1st","S","United States",36928,164.1704,"1","1","yes"
"Widegren, Mr. Carl Peter","male",51,"3rd","S","Sweden",347064,7.15,"0","0","no"
"Widener, Mr. George Dunton","male",50,"1st","S","United States",113503,211.1,"1","1","no"
"Widener, Mr. Harry Elkins","male",27,"1st","S","United States",113503,211.1,"0","2","no"
"Widener, Mrs. Eleanor","female",50,"1st","S","United States",113503,211.1,"1","1","yes"
"Wiklund, Mr. Jakob Alfred","male",18,"3rd","S","Finland",3101267,6.0911,"1","0","no"
"Wiklund, Mr. Karl Johan","male",21,"3rd","S","Finland",3101266,6.0911,"1","0","no"
"Wilkes, Mrs. Ellen","female",47,"3rd","S","England",363272,7,"1","0","yes"
"Wilkinson, Mrs. Elizabeth Anne","female",30,"2nd","S","England",2926,26,"1","0","yes"
"Willard, Miss. Constance","female",21,"1st","S","United States",113795,26.11,"0","0","yes"
"Willer, Mr. Aaron","male",37,"3rd","C",NA,3410,8.1403,"0","0","no"
"Willey, Mr. Edward John","male",21,"3rd","S","Wales",751,7.11,"0","0","no"
"Williams, Mr. Charles Duane","male",51,"1st","C","Switzerland",17597,61.0707,"0","1","no"
"Williams, Mr. Charles Eugene","male",23,"2nd","S","England",244373,13,"0","0","yes"
"Williams, Mr. Fletcher Fellowes Lambert","male",43,"1st","S","United States",113510,35,"0","0","no"
"Williams, Mr. Howard Hugh","male",28,"3rd","S","England",2466,8.01,"0","0","no"
"Williams, Mr. Leslie","male",28,"3rd","S","Wales",54636,16.02,"0","0","no"
"Williams, Mr. Richard Norris II","male",21,"1st","C","Switzerland",17597,61.0707,"0","1","yes"
"Wilson, Miss. Helen Alice","female",31,"1st","C",NA,16966,134.1,"0","0","yes"
"Windeløv, Mr. Einar","male",21,"3rd","S","South Africa",3101317,7.05,"0","0","no"
"Wirz, Mr. Albert","male",17,"3rd","S","Switzerland",315154,8.1303,"0","0","no"
"Wiseman, Mr. Philippe","male",54,"3rd","S","England",34244,7.05,"0","0","no"
"Wittevrongel, Mr. Camilius Aloysius","male",36,"3rd","S","Belgium",345771,9.1,"0","0","no"
"Woodward, Mr. John Wesley","male",32,"2nd","S","England",250654,NA,NA,NA,"no"
"Woolner, Mr. Hugh","male",46,"1st","S","England",19947,35.1,"0","0","yes"
"Wright, Miss. Marion","female",26,"2nd","S","England",220844,13.1,"0","0","yes"
"Wright, Mr. George","male",62,"1st","S","Canada",113807,26.11,"0","0","no"
"Yasbeck, Mr. Antoni","male",27,"3rd","C","Lebanon",2659,14.0901,"1","0","no"
"Yazbeck, Mrs. Selini","female",15,"3rd","C","Lebanon",2659,14.0901,"1","0","yes"
"Young, Miss. Marie Grice","female",36,"1st","C","United States",17760,135.1208,"0","0","yes"
"Yousseff (Abi Saab), Mr. Gerios","male",26,"3rd","C","Lebanon",2685,7.0406,"0","0","no"
"Youssiff (Sam'aan), Mr. Gerios","male",45,"3rd","C","Lebanon",2628,7.0407,"0","0","no"
"Yusuf, Mrs. Katrin","female",23,"3rd","C","Lebanon",2668,22.0702,"0","2","yes"
"Yvois, Miss. Henriette","female",24,"2nd","S","France",248747,13,"0","0","no"
"Zakarian, Mr. Mapriededer","male",22,"3rd","C","Turkey",2656,7.0406,"0","0","no"
"Zakarian, Mr. Ortin","male",27,"3rd","C","Turkey",2670,7.0406,"0","0","no"
"Zenni, Mr. Philip","male",25,"3rd","C","Lebanon",2620,7.0406,"0","0","yes"
"Zimmermann, Mr. Leo","male",29,"3rd","S","Germany",315082,7.1706,"0","0","no"
"Abbott, Mr. Ernest Owen","male",21,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Abrams, Mr. William Thomas","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Adams, Mr. Robert John","male",26,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ahier, Mr. Percy Snowden","male",20,"victualling crew","S","Channel Islands",NA,NA,NA,NA,"no"
"Akerman, Mr. Albert Edward","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Akerman, Mr. Joseph Francis","male",37,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Allaria, Sig. Battista Antonio","male",22,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Allen, Mr. Ernest Frederick","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Allen, Mr. Frederick","male",17,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Allen, Mr. George","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Allen, Mr. Henry","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Allen, Mr. Robert Spencer","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Allsop, Mr. Alfred Samuel","male",36,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Allsop, Mr. Frank Richard","male",41,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Anderson, Mr. James","male",40,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Anderson, Mr. Walter Yuill","male",48,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Andrews, Mr. Charles Edward","male",19,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Archer, Mr. Ernest Edward","male",35,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Ashcroft, Mr. Austin Aloysius","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Ashe, Mr. Henry Wellesley","male",41,"victualling crew","S","Ireland",NA,NA,NA,NA,"no"
"Aspeslagh, Mr. Georges","male",26,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Avery, Mr. James Albert","male",21,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Ayling, Mr. Edwin George","male",23,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Back, Mr. Charles Frederick","male",37,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Baggott, Mr. Allen Marden","male",28,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Bagley, Mr. Edward Henry","male",33,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bailey, Mr. George Francis","male",36,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Bailey, Mr. George Frank","male",46,"engineering crew","S","Wales",NA,NA,NA,NA,"no"
"Bailey, Mr. Henry Joseph","male",46,"deck crew","S","England",NA,NA,NA,NA,"yes"
"Baines, Mr. Richard","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Ball, Mr. Percy","male",19,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Banfi, Sig. Ugo","male",24,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Bannon, Mr. John Joseph","male",34,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Barker, Mr. Albert Vale","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barker, Mr. Ernest Thomas","male",41,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barker, Mr. Reginald Lomond","male",42,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Barlow, Mr. Charles","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Barlow, Mr. George","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barnes, Mr. Charles","male",29,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Barnes, Mr. Frederick Charles","male",40,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barnes, Mr. John","male",40,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Barratt, Mr. Arthur","male",16,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barrett, Mr. Frederick","male",28,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Barrett, Mr. Frederick William","male",33,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Barringer, Mr. Arthur William","male",34,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Barrow, Mr. Charles Henry John Barrow","male",36,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barrows, Mr. William","male",32,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Barton, Mr. Sidney John","male",26,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Basilico, Sig. Giovanni","male",27,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Baxter, Mr. Harry Ross","male",53,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Baxter, Mr. Thomas Ferguson","male",55,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"Bazzi, Sig. Narciso","male",33,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Beattie, Mr. Joseph","male",35,"engineering crew","B","Northern Ireland",NA,NA,NA,NA,"no"
"Beauchamp, Mr. George William","male",24,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Bedford, Mr. William Barnett","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Beedem, Mr. George Arthur","male",35,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Beere, Mr. William","male",19,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bell, Mr. Joseph","male",51,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Bendell, Mr. Frank","male",24,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Benham, Mr. Fred John","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bennett, Mr. George Alfred","male",30,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Bennett, Mrs. Mabel","female",33,"victualling crew","S","England",NA,NA,NA,NA,"yes"
"Benville, Mr. Edward","male",47,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Bernardi, Sig. Battista","male",22,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Bessant, Mr. Edward","male",31,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bessant, Mr. William Edward Lowe","male",39,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Best, Mr. Edwin Alfred","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Beux, Mr. David","male",26,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Bevis, Mr. Joseph Henry","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Biddlecombe, Mr. Reginald Charles","male",31,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Bietrix, Mr. George Baptiste","male",28,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Biggs, Mr. Edward Charles","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Billows, Mr. James","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Binstead, Mr. Walter William","male",20,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Bishop, Mr. Walter Alexander","male",34,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Blackman, Mr. Albert Edward","male",23,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Black, Mr. Alexander","male",28,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Black, Mr. D.","male",41,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Blake, Mr. Percival Albert","male",23,"engineering crew","S","England",NA,NA,NA,NA,"yes"
"Blake, Mr. Seaton","male",26,"engineering crew","B","England",NA,NA,NA,NA,"no"
"Blake, Mr. Thomas Henry","male",37,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Blaney, Mr. James","male",32,"engineering crew","S","Northern Ireland",NA,NA,NA,NA,"no"
"Blann, Mr. Eustace Horatius","male",22,"engineering crew","S","England",NA,NA,NA,NA,"no"
"Bliss, Mrs. Emma","female",45,"victualling crew","S","Switzerland",NA,NA,NA,NA,"yes"
"Blumet, Mr. Jean Baptiste","male",26,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Bochatay, Mr. Alexis Joseph","male",30,"victualling crew","S","England",NA,NA,NA,NA,"no"
"Bochet, Mr. Pierre Giuseppe","male",43,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Bogie, Mr. Norman Leslie","male",59,"victualling crew","S","Scotland",NA,NA,NA,NA,"no"
"Bolhuis, Mr. Hendrik","male",27,"restaurant staff","S","England",NA,NA,NA,NA,"no"
"Bond, Mr. William John","male",40,"victualling crew","B","England",NA,NA,NA,NA,"no"
"Boothby, Mr. Walter Thomas","male",38,"victualling crew","S","England",NA,NA,NA,NA,"no"
